Datekey,DayofMonth,MonthNumber,FirstOfMonth,ShortMonth,MonthName,MonthNumberYear,week,WeekNumber,DayOfWeek,QuarterFull,Qrt,QuarterYear,Year,FirstOfYear
7/20/2019,20,7,7/1/2019,Jul,July,2019-7,29,29,7,Quarter 3,Q 3,Mar-19,2019,1/1/2019
7/21/2019,21,7,7/1/2019,Jul,July,2019-7,30,29,1,Quarter 3,Q 3,Mar-19,2019,1/1/2019
7/22/2019,22,7,7/1/2019,Jul,July,2019-7,30,30,2,Quarter 3,Q 3,Mar-19,2019,1/1/2019
7/23/2019,23,7,7/1/2019,Jul,July,2019-7,30,30,3,Quarter 3,Q 3,Mar-19,2019,1/1/2019
7/24/2019,24,7,7/1/2019,Jul,July,2019-7,30,30,4,Quarter 3,Q 3,Mar-19,2019,1/1/2019
7/25/2019,25,7,7/1/2019,Jul,July,2019-7,30,30,5,Quarter 3,Q 3,Mar-19,2019,1/1/2019
7/26/2019,26,7,7/1/2019,Jul,July,2019-7,30,30,6,Quarter 3,Q 3,Mar-19,2019,1/1/2019
7/27/2019,27,7,7/1/2019,Jul,July,2019-7,30,30,7,Quarter 3,Q 3,Mar-19,2019,1/1/2019
7/28/2019,28,7,7/1/2019,Jul,July,2019-7,31,30,1,Quarter 3,Q 3,Mar-19,2019,1/1/2019
7/29/2019,29,7,7/1/2019,Jul,July,2019-7,31,31,2,Quarter 3,Q 3,Mar-19,2019,1/1/2019
7/30/2019,30,7,7/1/2019,Jul,July,2019-7,31,31,3,Quarter 3,Q 3,Mar-19,2019,1/1/2019
7/31/2019,31,7,7/1/2019,Jul,July,2019-7,31,31,4,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/1/2019,1,8,8/1/2019,Aug,August,2019-8,31,31,5,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/2/2019,2,8,8/1/2019,Aug,August,2019-8,31,31,6,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/3/2019,3,8,8/1/2019,Aug,August,2019-8,31,31,7,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/4/2019,4,8,8/1/2019,Aug,August,2019-8,32,31,1,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/5/2019,5,8,8/1/2019,Aug,August,2019-8,32,32,2,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/6/2019,6,8,8/1/2019,Aug,August,2019-8,32,32,3,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/7/2019,7,8,8/1/2019,Aug,August,2019-8,32,32,4,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/8/2019,8,8,8/1/2019,Aug,August,2019-8,32,32,5,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/9/2019,9,8,8/1/2019,Aug,August,2019-8,32,32,6,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/10/2019,10,8,8/1/2019,Aug,August,2019-8,32,32,7,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/11/2019,11,8,8/1/2019,Aug,August,2019-8,33,32,1,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/12/2019,12,8,8/1/2019,Aug,August,2019-8,33,33,2,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/13/2019,13,8,8/1/2019,Aug,August,2019-8,33,33,3,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/14/2019,14,8,8/1/2019,Aug,August,2019-8,33,33,4,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/15/2019,15,8,8/1/2019,Aug,August,2019-8,33,33,5,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/16/2019,16,8,8/1/2019,Aug,August,2019-8,33,33,6,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/17/2019,17,8,8/1/2019,Aug,August,2019-8,33,33,7,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/18/2019,18,8,8/1/2019,Aug,August,2019-8,34,33,1,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/19/2019,19,8,8/1/2019,Aug,August,2019-8,34,34,2,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/20/2019,20,8,8/1/2019,Aug,August,2019-8,34,34,3,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/21/2019,21,8,8/1/2019,Aug,August,2019-8,34,34,4,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/22/2019,22,8,8/1/2019,Aug,August,2019-8,34,34,5,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/23/2019,23,8,8/1/2019,Aug,August,2019-8,34,34,6,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/24/2019,24,8,8/1/2019,Aug,August,2019-8,34,34,7,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/25/2019,25,8,8/1/2019,Aug,August,2019-8,35,34,1,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/26/2019,26,8,8/1/2019,Aug,August,2019-8,35,35,2,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/27/2019,27,8,8/1/2019,Aug,August,2019-8,35,35,3,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/28/2019,28,8,8/1/2019,Aug,August,2019-8,35,35,4,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/29/2019,29,8,8/1/2019,Aug,August,2019-8,35,35,5,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/30/2019,30,8,8/1/2019,Aug,August,2019-8,35,35,6,Quarter 3,Q 3,Mar-19,2019,1/1/2019
8/31/2019,31,8,8/1/2019,Aug,August,2019-8,35,35,7,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/1/2019,1,9,9/1/2019,Sep,September,2019-9,36,35,1,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/2/2019,2,9,9/1/2019,Sep,September,2019-9,36,36,2,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/3/2019,3,9,9/1/2019,Sep,September,2019-9,36,36,3,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/4/2019,4,9,9/1/2019,Sep,September,2019-9,36,36,4,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/5/2019,5,9,9/1/2019,Sep,September,2019-9,36,36,5,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/6/2019,6,9,9/1/2019,Sep,September,2019-9,36,36,6,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/7/2019,7,9,9/1/2019,Sep,September,2019-9,36,36,7,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/8/2019,8,9,9/1/2019,Sep,September,2019-9,37,36,1,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/9/2019,9,9,9/1/2019,Sep,September,2019-9,37,37,2,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/10/2019,10,9,9/1/2019,Sep,September,2019-9,37,37,3,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/11/2019,11,9,9/1/2019,Sep,September,2019-9,37,37,4,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/12/2019,12,9,9/1/2019,Sep,September,2019-9,37,37,5,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/13/2019,13,9,9/1/2019,Sep,September,2019-9,37,37,6,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/14/2019,14,9,9/1/2019,Sep,September,2019-9,37,37,7,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/15/2019,15,9,9/1/2019,Sep,September,2019-9,38,37,1,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/16/2019,16,9,9/1/2019,Sep,September,2019-9,38,38,2,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/17/2019,17,9,9/1/2019,Sep,September,2019-9,38,38,3,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/18/2019,18,9,9/1/2019,Sep,September,2019-9,38,38,4,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/19/2019,19,9,9/1/2019,Sep,September,2019-9,38,38,5,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/20/2019,20,9,9/1/2019,Sep,September,2019-9,38,38,6,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/21/2019,21,9,9/1/2019,Sep,September,2019-9,38,38,7,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/22/2019,22,9,9/1/2019,Sep,September,2019-9,39,38,1,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/23/2019,23,9,9/1/2019,Sep,September,2019-9,39,39,2,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/24/2019,24,9,9/1/2019,Sep,September,2019-9,39,39,3,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/25/2019,25,9,9/1/2019,Sep,September,2019-9,39,39,4,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/26/2019,26,9,9/1/2019,Sep,September,2019-9,39,39,5,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/27/2019,27,9,9/1/2019,Sep,September,2019-9,39,39,6,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/28/2019,28,9,9/1/2019,Sep,September,2019-9,39,39,7,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/29/2019,29,9,9/1/2019,Sep,September,2019-9,40,39,1,Quarter 3,Q 3,Mar-19,2019,1/1/2019
9/30/2019,30,9,9/1/2019,Sep,September,2019-9,40,40,2,Quarter 3,Q 3,Mar-19,2019,1/1/2019
10/1/2019,1,10,10/1/2019,Oct,October,2019-10,40,40,3,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/2/2019,2,10,10/1/2019,Oct,October,2019-10,40,40,4,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/3/2019,3,10,10/1/2019,Oct,October,2019-10,40,40,5,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/4/2019,4,10,10/1/2019,Oct,October,2019-10,40,40,6,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/5/2019,5,10,10/1/2019,Oct,October,2019-10,40,40,7,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/6/2019,6,10,10/1/2019,Oct,October,2019-10,41,40,1,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/7/2019,7,10,10/1/2019,Oct,October,2019-10,41,41,2,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/8/2019,8,10,10/1/2019,Oct,October,2019-10,41,41,3,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/9/2019,9,10,10/1/2019,Oct,October,2019-10,41,41,4,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/10/2019,10,10,10/1/2019,Oct,October,2019-10,41,41,5,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/11/2019,11,10,10/1/2019,Oct,October,2019-10,41,41,6,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/12/2019,12,10,10/1/2019,Oct,October,2019-10,41,41,7,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/13/2019,13,10,10/1/2019,Oct,October,2019-10,42,41,1,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/14/2019,14,10,10/1/2019,Oct,October,2019-10,42,42,2,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/15/2019,15,10,10/1/2019,Oct,October,2019-10,42,42,3,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/16/2019,16,10,10/1/2019,Oct,October,2019-10,42,42,4,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/17/2019,17,10,10/1/2019,Oct,October,2019-10,42,42,5,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/18/2019,18,10,10/1/2019,Oct,October,2019-10,42,42,6,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/19/2019,19,10,10/1/2019,Oct,October,2019-10,42,42,7,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/20/2019,20,10,10/1/2019,Oct,October,2019-10,43,42,1,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/21/2019,21,10,10/1/2019,Oct,October,2019-10,43,43,2,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/22/2019,22,10,10/1/2019,Oct,October,2019-10,43,43,3,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/23/2019,23,10,10/1/2019,Oct,October,2019-10,43,43,4,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/24/2019,24,10,10/1/2019,Oct,October,2019-10,43,43,5,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/25/2019,25,10,10/1/2019,Oct,October,2019-10,43,43,6,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/26/2019,26,10,10/1/2019,Oct,October,2019-10,43,43,7,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/27/2019,27,10,10/1/2019,Oct,October,2019-10,44,43,1,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/28/2019,28,10,10/1/2019,Oct,October,2019-10,44,44,2,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/29/2019,29,10,10/1/2019,Oct,October,2019-10,44,44,3,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/30/2019,30,10,10/1/2019,Oct,October,2019-10,44,44,4,Quarter 4,Q 4,Apr-19,2019,1/1/2019
10/31/2019,31,10,10/1/2019,Oct,October,2019-10,44,44,5,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/1/2019,1,11,11/1/2019,Nov,November,2019-11,44,44,6,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/2/2019,2,11,11/1/2019,Nov,November,2019-11,44,44,7,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/3/2019,3,11,11/1/2019,Nov,November,2019-11,45,44,1,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/4/2019,4,11,11/1/2019,Nov,November,2019-11,45,45,2,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/5/2019,5,11,11/1/2019,Nov,November,2019-11,45,45,3,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/6/2019,6,11,11/1/2019,Nov,November,2019-11,45,45,4,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/7/2019,7,11,11/1/2019,Nov,November,2019-11,45,45,5,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/8/2019,8,11,11/1/2019,Nov,November,2019-11,45,45,6,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/9/2019,9,11,11/1/2019,Nov,November,2019-11,45,45,7,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/10/2019,10,11,11/1/2019,Nov,November,2019-11,46,45,1,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/11/2019,11,11,11/1/2019,Nov,November,2019-11,46,46,2,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/12/2019,12,11,11/1/2019,Nov,November,2019-11,46,46,3,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/13/2019,13,11,11/1/2019,Nov,November,2019-11,46,46,4,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/14/2019,14,11,11/1/2019,Nov,November,2019-11,46,46,5,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/15/2019,15,11,11/1/2019,Nov,November,2019-11,46,46,6,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/16/2019,16,11,11/1/2019,Nov,November,2019-11,46,46,7,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/17/2019,17,11,11/1/2019,Nov,November,2019-11,47,46,1,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/18/2019,18,11,11/1/2019,Nov,November,2019-11,47,47,2,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/19/2019,19,11,11/1/2019,Nov,November,2019-11,47,47,3,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/20/2019,20,11,11/1/2019,Nov,November,2019-11,47,47,4,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/21/2019,21,11,11/1/2019,Nov,November,2019-11,47,47,5,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/22/2019,22,11,11/1/2019,Nov,November,2019-11,47,47,6,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/23/2019,23,11,11/1/2019,Nov,November,2019-11,47,47,7,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/24/2019,24,11,11/1/2019,Nov,November,2019-11,48,47,1,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/25/2019,25,11,11/1/2019,Nov,November,2019-11,48,48,2,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/26/2019,26,11,11/1/2019,Nov,November,2019-11,48,48,3,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/27/2019,27,11,11/1/2019,Nov,November,2019-11,48,48,4,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/28/2019,28,11,11/1/2019,Nov,November,2019-11,48,48,5,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/29/2019,29,11,11/1/2019,Nov,November,2019-11,48,48,6,Quarter 4,Q 4,Apr-19,2019,1/1/2019
11/30/2019,30,11,11/1/2019,Nov,November,2019-11,48,48,7,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/1/2019,1,12,12/1/2019,Dec,December,2019-12,49,48,1,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/2/2019,2,12,12/1/2019,Dec,December,2019-12,49,49,2,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/3/2019,3,12,12/1/2019,Dec,December,2019-12,49,49,3,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/4/2019,4,12,12/1/2019,Dec,December,2019-12,49,49,4,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/5/2019,5,12,12/1/2019,Dec,December,2019-12,49,49,5,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/6/2019,6,12,12/1/2019,Dec,December,2019-12,49,49,6,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/7/2019,7,12,12/1/2019,Dec,December,2019-12,49,49,7,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/8/2019,8,12,12/1/2019,Dec,December,2019-12,50,49,1,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/9/2019,9,12,12/1/2019,Dec,December,2019-12,50,50,2,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/10/2019,10,12,12/1/2019,Dec,December,2019-12,50,50,3,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/11/2019,11,12,12/1/2019,Dec,December,2019-12,50,50,4,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/12/2019,12,12,12/1/2019,Dec,December,2019-12,50,50,5,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/13/2019,13,12,12/1/2019,Dec,December,2019-12,50,50,6,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/14/2019,14,12,12/1/2019,Dec,December,2019-12,50,50,7,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/15/2019,15,12,12/1/2019,Dec,December,2019-12,51,50,1,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/16/2019,16,12,12/1/2019,Dec,December,2019-12,51,51,2,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/17/2019,17,12,12/1/2019,Dec,December,2019-12,51,51,3,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/18/2019,18,12,12/1/2019,Dec,December,2019-12,51,51,4,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/19/2019,19,12,12/1/2019,Dec,December,2019-12,51,51,5,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/20/2019,20,12,12/1/2019,Dec,December,2019-12,51,51,6,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/21/2019,21,12,12/1/2019,Dec,December,2019-12,51,51,7,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/22/2019,22,12,12/1/2019,Dec,December,2019-12,52,51,1,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/23/2019,23,12,12/1/2019,Dec,December,2019-12,52,52,2,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/24/2019,24,12,12/1/2019,Dec,December,2019-12,52,52,3,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/25/2019,25,12,12/1/2019,Dec,December,2019-12,52,52,4,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/26/2019,26,12,12/1/2019,Dec,December,2019-12,52,52,5,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/27/2019,27,12,12/1/2019,Dec,December,2019-12,52,52,6,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/28/2019,28,12,12/1/2019,Dec,December,2019-12,52,52,7,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/29/2019,29,12,12/1/2019,Dec,December,2019-12,53,52,1,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/30/2019,30,12,12/1/2019,Dec,December,2019-12,53,1,2,Quarter 4,Q 4,Apr-19,2019,1/1/2019
12/31/2019,31,12,12/1/2019,Dec,December,2019-12,53,1,3,Quarter 4,Q 4,Apr-19,2019,1/1/2019
1/1/2020,1,1,1/1/2020,Jan,January,2020-1,1,1,4,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/2/2020,2,1,1/1/2020,Jan,January,2020-1,1,1,5,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/3/2020,3,1,1/1/2020,Jan,January,2020-1,1,1,6,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/4/2020,4,1,1/1/2020,Jan,January,2020-1,1,1,7,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/5/2020,5,1,1/1/2020,Jan,January,2020-1,2,1,1,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/6/2020,6,1,1/1/2020,Jan,January,2020-1,2,2,2,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/7/2020,7,1,1/1/2020,Jan,January,2020-1,2,2,3,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/8/2020,8,1,1/1/2020,Jan,January,2020-1,2,2,4,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/9/2020,9,1,1/1/2020,Jan,January,2020-1,2,2,5,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/10/2020,10,1,1/1/2020,Jan,January,2020-1,2,2,6,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/11/2020,11,1,1/1/2020,Jan,January,2020-1,2,2,7,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/12/2020,12,1,1/1/2020,Jan,January,2020-1,3,2,1,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/13/2020,13,1,1/1/2020,Jan,January,2020-1,3,3,2,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/14/2020,14,1,1/1/2020,Jan,January,2020-1,3,3,3,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/15/2020,15,1,1/1/2020,Jan,January,2020-1,3,3,4,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/16/2020,16,1,1/1/2020,Jan,January,2020-1,3,3,5,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/17/2020,17,1,1/1/2020,Jan,January,2020-1,3,3,6,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/18/2020,18,1,1/1/2020,Jan,January,2020-1,3,3,7,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/19/2020,19,1,1/1/2020,Jan,January,2020-1,4,3,1,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/20/2020,20,1,1/1/2020,Jan,January,2020-1,4,4,2,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/21/2020,21,1,1/1/2020,Jan,January,2020-1,4,4,3,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/22/2020,22,1,1/1/2020,Jan,January,2020-1,4,4,4,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/23/2020,23,1,1/1/2020,Jan,January,2020-1,4,4,5,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/24/2020,24,1,1/1/2020,Jan,January,2020-1,4,4,6,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/25/2020,25,1,1/1/2020,Jan,January,2020-1,4,4,7,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/26/2020,26,1,1/1/2020,Jan,January,2020-1,5,4,1,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/27/2020,27,1,1/1/2020,Jan,January,2020-1,5,5,2,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/28/2020,28,1,1/1/2020,Jan,January,2020-1,5,5,3,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/29/2020,29,1,1/1/2020,Jan,January,2020-1,5,5,4,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/30/2020,30,1,1/1/2020,Jan,January,2020-1,5,5,5,Quarter 1,Q 1,Jan-20,2020,1/1/2020
1/31/2020,31,1,1/1/2020,Jan,January,2020-1,5,5,6,Quarter 1,Q 1,Jan-20,2020,1/1/2020
2/1/2020,1,2,2/1/2020,Feb,February,2020-2,5,5,7,Quarter 1,Q 1,Jan-20,2020,1/1/2020
2/2/2020,2,2,2/1/2020,Feb,February,2020-2,6,5,1,Quarter 1,Q 1,Jan-20,2020,1/1/2020
2/3/2020,3,2,2/1/2020,Feb,February,2020-2,6,6,2,Quarter 1,Q 1,Jan-20,2020,1/1/2020
2/4/2020,4,2,2/1/2020,Feb,February,2020-2,6,6,3,Quarter 1,Q 1,Jan-20,2020,1/1/2020
2/5/2020,5,2,2/1/2020,Feb,February,2020-2,6,6,4,Quarter 1,Q 1,Jan-20,2020,1/1/2020
2/6/2020,6,2,2/1/2020,Feb,February,2020-2,6,6,5,Quarter 1,Q 1,Jan-20,2020,1/1/2020
2/7/2020,7,2,2/1/2020,Feb,February,2020-2,6,6,6,Quarter 1,Q 1,Jan-20,2020,1/1/2020
2/8/2020,8,2,2/1/2020,Feb,February,2020-2,6,6,7,Quarter 1,Q 1,Jan-20,2020,1/1/2020
2/9/2020,9,2,2/1/2020,Feb,February,2020-2,7,6,1,Quarter 1,Q 1,Jan-20,2020,1/1/2020
2/10/2020,10,2,2/1/2020,Feb,February,2020-2,7,7,2,Quarter 1,Q 1,Jan-20,2020,1/1/2020
2/11/2020,11,2,2/1/2020,Feb,February,2020-2,7,7,3,Quarter 1,Q 1,Jan-20,2020,1/1/2020
2/12/2020,12,2,2/1/2020,Feb,February,2020-2,7,7,4,Quarter 1,Q 1,Jan-20,2020,1/1/2020
2/13/2020,13,2,2/1/2020,Feb,February,2020-2,7,7,5,Quarter 1,Q 1,Jan-20,2020,1/1/2020
2/14/2020,14,2,2/1/2020,Feb,February,2020-2,7,7,6,Quarter 1,Q 1,Jan-20,2020,1/1/2020
2/15/2020,15,2,2/1/2020,Feb,February,2020-2,7,7,7,Quarter 1,Q 1,Jan-20,2020,1/1/2020
2/16/2020,16,2,2/1/2020,Feb,February,2020-2,8,7,1,Quarter 1,Q 1,Jan-20,2020,1/1/2020
2/17/2020,17,2,2/1/2020,Feb,February,2020-2,8,8,2,Quarter 1,Q 1,Jan-20,2020,1/1/2020
2/18/2020,18,2,2/1/2020,Feb,February,2020-2,8,8,3,Quarter 1,Q 1,Jan-20,2020,1/1/2020
2/19/2020,19,2,2/1/2020,Feb,February,2020-2,8,8,4,Quarter 1,Q 1,Jan-20,2020,1/1/2020
2/20/2020,20,2,2/1/2020,Feb,February,2020-2,8,8,5,Quarter 1,Q 1,Jan-20,2020,1/1/2020
2/21/2020,21,2,2/1/2020,Feb,February,2020-2,8,8,6,Quarter 1,Q 1,Jan-20,2020,1/1/2020
2/22/2020,22,2,2/1/2020,Feb,February,2020-2,8,8,7,Quarter 1,Q 1,Jan-20,2020,1/1/2020
2/23/2020,23,2,2/1/2020,Feb,February,2020-2,9,8,1,Quarter 1,Q 1,Jan-20,2020,1/1/2020
2/24/2020,24,2,2/1/2020,Feb,February,2020-2,9,9,2,Quarter 1,Q 1,Jan-20,2020,1/1/2020
