",,",,,,,,,,,,,,,,,,,,,,
Stock Item Key,WWI Stock Item ID,Stock Item,Color,Selling Package,Buying Package,Brand,Size,Lead Time Days,Quantity Per Outer,Is Chiller Stock,Barcode,Tax Rate,Unit Price, Recommended Retail Price ,Typical Weight Per Unit,Photo,Discount,Valid From,Valid To,Lineage Key
461,60,RC toy sedan car with remote control (Blue) 1/50 scale,Blue,Each,Each,Northwind,1/50 scale,14,1,0,N/A,14,25, ? 37.380 ,1.5,NULL,,01:00.0,02:00.0,5
462,59,RC toy sedan car with remote control (Red) 1/50 scale,Red,Each,Each,Northwind,1/50 scale,14,1,0,N/A,14,25, ? 37.380 ,1.5,NULL,,01:00.0,02:00.0,5
463,58,RC toy sedan car with remote control (Black) 1/50 scale,Black,Each,Each,Northwind,1/50 scale,14,1,0,N/A,14,25, ? 37.380 ,1.5,NULL,,01:00.0,02:00.0,5
464,65,RC vintage American toy coupe with remote control (Black) 1/50 scale,Black,Each,Each,Northwind,1/50 scale,14,1,0,N/A,14,30, ? 44.850 ,1.7,NULL,,02:00.0,03:00.0,5
465,64,RC vintage American toy coupe with remote control (Red) 1/50 scale,Red,Each,Each,Northwind,1/50 scale,14,1,0,N/A,14,30, ? 44.850 ,1.7,NULL,,02:00.0,03:00.0,5
466,66,RC big wheel monster truck with remote control (Black) 1/50 scale,Black,Each,Each,Northwind,1/50 scale,14,1,0,N/A,14,45, ? 67.280 ,1.8,NULL,,02:00.0,###############################################################################################################################################################################################################################################################,5
467,58,RC toy sedan car with remote control (Black) 1/50 scale,Black,Each,Each,Northwind,1/50 scale,14,1,0,N/A,14,25, ? 37.380 ,1.5,NULL,,02:00.0,###############################################################################################################################################################################################################################################################,5
468,59,RC toy sedan car with remote control (Red) 1/50 scale,Red,Each,Each,Northwind,1/50 scale,14,1,0,N/A,14,25, ? 37.380 ,1.5,NULL,,02:00.0,###############################################################################################################################################################################################################################################################,5
469,60,RC toy sedan car with remote control (Blue) 1/50 scale,Blue,Each,Each,Northwind,1/50 scale,14,1,0,N/A,14,25, ? 37.380 ,1.5,NULL,,02:00.0,###############################################################################################################################################################################################################################################################,5
470,61,RC toy sedan car with remote control (Green) 1/50 scale,N/A,Each,Each,Northwind,1/50 scale,14,1,0,N/A,14,25, ? 37.380 ,1.5,NULL,,02:00.0,###############################################################################################################################################################################################################################################################,5
471,62,RC toy sedan car with remote control (Yellow) 1/50 scale,Yellow,Each,Each,Northwind,1/50 scale,14,1,0,N/A,14,25, ? 37.380 ,1.5,NULL,,02:00.0,###############################################################################################################################################################################################################################################################,5
472,63,RC toy sedan car with remote control (Pink) 1/50 scale,N/A,Each,Each,Northwind,1/50 scale,14,1,0,N/A,14,25, ? 37.380 ,1.5,NULL,,02:00.0,###############################################################################################################################################################################################################################################################,5
473,64,RC vintage American toy coupe with remote control (Red) 1/50 scale,Red,Each,Each,Northwind,1/50 scale,14,1,0,N/A,14,30, ? 44.850 ,1.7,NULL,,03:00.0,###############################################################################################################################################################################################################################################################,5
474,65,RC vintage American toy coupe with remote control (Black) 1/50 scale,Black,Each,Each,Northwind,1/50 scale,14,1,0,N/A,14,30, ? 44.850 ,1.7,NULL,,03:00.0,###############################################################################################################################################################################################################################################################,5
475,74,Ride on vintage American toy coupe (Black) 1/12 scale,Black,Each,Each,Northwind,1/12 scale,14,1,0,N/A,14,285, ? 426.080 ,18,NULL,,03:00.0,06:00.0,5
476,73,Ride on vintage American toy coupe (Red) 1/12 scale,Red,Each,Each,Northwind,1/12 scale,14,1,0,N/A,14,285, ? 426.080 ,18,NULL,,03:00.0,06:00.0,5
477,142,Halloween zombie mask (Light Brown) S,Light Brown,Each,Carton,N/A,S,12,12,0,N/A,12,18, ? 26.910 ,0.3,NULL,,04:00.0,###############################################################################################################################################################################################################################################################,5
478,143,Halloween zombie mask (Light Brown) M,Light Brown,Each,Carton,N/A,M,12,12,0,N/A,12,18, ? 26.910 ,0.3,NULL,,04:00.0,###############################################################################################################################################################################################################################################################,5
479,144,Halloween zombie mask (Light Brown) L,Light Brown,Each,Carton,N/A,L,12,12,0,N/A,12,18, ? 26.910 ,0.3,NULL,,04:00.0,###############################################################################################################################################################################################################################################################,5
480,145,Halloween zombie mask (Light Brown) XL,Light Brown,Each,Carton,N/A,XL,12,12,0,N/A,12,18, ? 26.910 ,0.3,NULL,,04:00.0,###############################################################################################################################################################################################################################################################,5
481,146,Halloween skull mask (Gray) S,Steel Gray,Each,Carton,N/A,S,12,12,0,N/A,12,18, ? 26.910 ,0.3,NULL,,04:00.0,###############################################################################################################################################################################################################################################################,5
482,147,Halloween skull mask (Gray) M,Steel Gray,Each,Carton,N/A,M,12,12,0,N/A,12,18, ? 26.910 ,0.3,NULL,,04:00.0,###############################################################################################################################################################################################################################################################,5
483,148,Halloween skull mask (Gray) L,Steel Gray,Each,Carton,N/A,L,12,12,0,N/A,12,18, ? 26.910 ,0.3,NULL,,04:00.0,###############################################################################################################################################################################################################################################################,5
484,149,Halloween skull mask (Gray) XL,Steel Gray,Each,Carton,N/A,XL,12,12,0,N/A,12,18, ? 26.910 ,0.3,NULL,,04:00.0,###############################################################################################################################################################################################################################################################,5
485,150,Pack of 12 action figures (variety),N/A,Packet,Packet,N/A,N/A,2,1,0,N/A,2,16, ? 23.920 ,0.25,NULL,,05:00.0,###############################################################################################################################################################################################################################################################,5
486,151,Pack of 12 action figures (male),N/A,Packet,Packet,N/A,N/A,2,1,0,N/A,2,16, ? 23.920 ,0.25,NULL,,05:00.0,###############################################################################################################################################################################################################################################################,5
487,152,Pack of 12 action figures (female),N/A,Packet,Packet,N/A,N/A,2,1,0,N/A,2,16, ? 23.920 ,0.25,NULL,,05:00.0,###############################################################################################################################################################################################################################################################,5
488,67,Ride on toy sedan car (Black) 1/12 scale,Black,Each,Each,Northwind,1/12 scale,14,1,0,N/A,14,230, ? 343.850 ,15,NULL,,06:00.0,###############################################################################################################################################################################################################################################################,5
489,68,Ride on toy sedan car (Red) 1/12 scale,Red,Each,Each,Northwind,1/12 scale,14,1,0,N/A,14,230, ? 343.850 ,15,NULL,,06:00.0,###############################################################################################################################################################################################################################################################,5
490,69,Ride on toy sedan car (Blue) 1/12 scale,Blue,Each,Each,Northwind,1/12 scale,14,1,0,N/A,14,230, ? 343.850 ,15,NULL,,06:00.0,###############################################################################################################################################################################################################################################################,5
491,70,Ride on toy sedan car (Green) 1/12 scale,N/A,Each,Each,Northwind,1/12 scale,14,1,0,N/A,14,230, ? 343.850 ,15,NULL,,06:00.0,###############################################################################################################################################################################################################################################################,5
492,71,Ride on toy sedan car (Yellow) 1/12 scale,Yellow,Each,Each,Northwind,1/12 scale,14,1,0,N/A,14,230, ? 343.850 ,15,NULL,,06:00.0,###############################################################################################################################################################################################################################################################,5
493,72,Ride on toy sedan car (Pink) 1/12 scale,N/A,Each,Each,Northwind,1/12 scale,14,1,0,N/A,14,230, ? 343.850 ,15,NULL,,06:00.0,###############################################################################################################################################################################################################################################################,5
494,73,Ride on vintage American toy coupe (Red) 1/12 scale,Red,Each,Each,Northwind,1/12 scale,14,1,0,N/A,14,285, ? 426.080 ,18,NULL,,06:00.0,###############################################################################################################################################################################################################################################################,5
495,74,Ride on vintage American toy coupe (Black) 1/12 scale,Black,Each,Each,Northwind,1/12 scale,14,1,0,N/A,14,285, ? 426.080 ,18,NULL,,06:00.0,###############################################################################################################################################################################################################################################################,5
496,75,Ride on big wheel monster truck (Black) 1/12 scale,Black,Each,Each,Northwind,1/12 scale,14,1,0,N/A,14,345, ? 515.780 ,21,NULL,,06:00.0,###############################################################################################################################################################################################################################################################,5
497,137,Animal with big feet slippers (Brown) XL,N/A,Each,Each,N/A,XL,12,1,0,N/A,12,32, ? 47.840 ,0.4,NULL,,07:00.0,08:00.0,5
498,136,Animal with big feet slippers (Brown) L,N/A,Each,Each,N/A,L,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,07:00.0,08:00.0,5
499,135,Animal with big feet slippers (Brown) M,N/A,Each,Each,N/A,M,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,07:00.0,08:00.0,5
500,134,Animal with big feet slippers (Brown) S,N/A,Each,Each,N/A,S,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,07:00.0,08:00.0,5
501,133,Furry gorilla with big eyes slippers (Black) XL,Black,Each,Each,N/A,XL,12,1,0,N/A,12,32, ? 47.840 ,0.4,NULL,,07:00.0,08:00.0,5
502,132,Furry gorilla with big eyes slippers (Black) L,Black,Each,Each,N/A,L,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,07:00.0,08:00.0,5
503,131,Furry gorilla with big eyes slippers (Black) M,Black,Each,Each,N/A,M,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,07:00.0,08:00.0,5
504,130,Furry gorilla with big eyes slippers (Black) S,Black,Each,Each,N/A,S,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,07:00.0,08:00.0,5
505,129,Plush shark slippers (Gray) XL,Steel Gray,Each,Each,N/A,XL,12,1,0,N/A,12,32, ? 47.840 ,0.4,NULL,,07:00.0,08:00.0,5
506,128,Plush shark slippers (Gray) L,Steel Gray,Each,Each,N/A,L,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,07:00.0,08:00.0,5
507,127,Plush shark slippers (Gray) M,Steel Gray,Each,Each,N/A,M,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,07:00.0,08:00.0,5
508,126,Plush shark slippers (Gray) S,Steel Gray,Each,Each,N/A,S,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,07:00.0,08:00.0,5
509,125,Ogre battery-powered slippers (Green) XL,N/A,Each,Each,N/A,XL,12,1,0,N/A,12,32, ? 47.840 ,0.4,NULL,,07:00.0,08:00.0,5
510,124,Ogre battery-powered slippers (Green) L,N/A,Each,Each,N/A,L,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,07:00.0,08:00.0,5
511,123,Ogre battery-powered slippers (Green) M,N/A,Each,Each,N/A,M,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,07:00.0,08:00.0,5
512,122,Ogre battery-powered slippers (Green) S,N/A,Each,Each,N/A,S,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,07:00.0,08:00.0,5
513,121,Dinosaur battery-powered slippers (Green) XL,N/A,Each,Each,N/A,XL,12,1,0,N/A,12,32, ? 47.840 ,0.4,NULL,,07:00.0,08:00.0,5
514,120,Dinosaur battery-powered slippers (Green) L,N/A,Each,Each,N/A,L,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,07:00.0,08:00.0,5
515,119,Dinosaur battery-powered slippers (Green) M,N/A,Each,Each,N/A,M,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,07:00.0,08:00.0,5
516,118,Dinosaur battery-powered slippers (Green) S,N/A,Each,Each,N/A,S,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,07:00.0,08:00.0,5
517,118,Dinosaur battery-powered slippers (Green) S,N/A,Each,Each,N/A,S,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,08:00.0,###############################################################################################################################################################################################################################################################,5
518,119,Dinosaur battery-powered slippers (Green) M,N/A,Each,Each,N/A,M,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,08:00.0,###############################################################################################################################################################################################################################################################,5
519,120,Dinosaur battery-powered slippers (Green) L,N/A,Each,Each,N/A,L,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,08:00.0,###############################################################################################################################################################################################################################################################,5
520,121,Dinosaur battery-powered slippers (Green) XL,N/A,Each,Each,N/A,XL,12,1,0,N/A,12,32, ? 47.840 ,0.4,NULL,,08:00.0,###############################################################################################################################################################################################################################################################,5
521,122,Ogre battery-powered slippers (Green) S,N/A,Each,Each,N/A,S,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,08:00.0,###############################################################################################################################################################################################################################################################,5
522,123,Ogre battery-powered slippers (Green) M,N/A,Each,Each,N/A,M,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,08:00.0,###############################################################################################################################################################################################################################################################,5
523,124,Ogre battery-powered slippers (Green) L,N/A,Each,Each,N/A,L,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,08:00.0,###############################################################################################################################################################################################################################################################,5
524,125,Ogre battery-powered slippers (Green) XL,N/A,Each,Each,N/A,XL,12,1,0,N/A,12,32, ? 47.840 ,0.4,NULL,,08:00.0,###############################################################################################################################################################################################################################################################,5
525,126,Plush shark slippers (Gray) S,Steel Gray,Each,Each,N/A,S,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,08:00.0,###############################################################################################################################################################################################################################################################,5
526,127,Plush shark slippers (Gray) M,Steel Gray,Each,Each,N/A,M,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,08:00.0,###############################################################################################################################################################################################################################################################,5
527,128,Plush shark slippers (Gray) L,Steel Gray,Each,Each,N/A,L,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,08:00.0,###############################################################################################################################################################################################################################################################,5
528,129,Plush shark slippers (Gray) XL,Steel Gray,Each,Each,N/A,XL,12,1,0,N/A,12,32, ? 47.840 ,0.4,NULL,,08:00.0,###############################################################################################################################################################################################################################################################,5
529,130,Furry gorilla with big eyes slippers (Black) S,Black,Each,Each,N/A,S,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,08:00.0,###############################################################################################################################################################################################################################################################,5
530,131,Furry gorilla with big eyes slippers (Black) M,Black,Each,Each,N/A,M,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,08:00.0,###############################################################################################################################################################################################################################################################,5
531,132,Furry gorilla with big eyes slippers (Black) L,Black,Each,Each,N/A,L,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,08:00.0,###############################################################################################################################################################################################################################################################,5
532,133,Furry gorilla with big eyes slippers (Black) XL,Black,Each,Each,N/A,XL,12,1,0,N/A,12,32, ? 47.840 ,0.4,NULL,,08:00.0,###############################################################################################################################################################################################################################################################,5
533,134,Animal with big feet slippers (Brown) S,N/A,Each,Each,N/A,S,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,08:00.0,###############################################################################################################################################################################################################################################################,5
534,135,Animal with big feet slippers (Brown) M,N/A,Each,Each,N/A,M,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,08:00.0,###############################################################################################################################################################################################################################################################,5
535,136,Animal with big feet slippers (Brown) L,N/A,Each,Each,N/A,L,12,1,0,N/A,12,32, ? 47.840 ,0.35,NULL,,08:00.0,###############################################################################################################################################################################################################################################################,5
536,137,Animal with big feet slippers (Brown) XL,N/A,Each,Each,N/A,XL,12,1,0,N/A,12,32, ? 47.840 ,0.4,NULL,,08:00.0,###############################################################################################################################################################################################################################################################,5
537,15,USB food flash drive - dessert 10 drive variety pack,N/A,Packet,Packet,N/A,N/A,14,1,0,N/A,14,240, ? 358.800 ,0.5,NULL,,09:00.0,11:00.0,5
538,14,USB food flash drive - fortune cookie,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14,32, ? 47.840 ,0.05,NULL,,09:00.0,11:00.0,5
539,13,USB food flash drive - shrimp cocktail,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14,32, ? 47.840 ,0.05,NULL,,09:00.0,11:00.0,5
540,12,USB food flash drive - donut,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14,32, ? 47.840 ,0.05,NULL,,09:00.0,11:00.0,5
541,11,USB food flash drive - cookie,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14,32, ? 47.840 ,0.05,NULL,,09:00.0,11:00.0,5
542,10,USB food flash drive - chocolate bar,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14,32, ? 47.840 ,0.05,NULL,,09:00.0,11:00.0,5
543,9,USB food flash drive - banana,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14,32, ? 47.840 ,0.05,NULL,,09:00.0,11:00.0,5
544,8,USB food flash drive - dim sum 10 drive variety pack,N/A,Packet,Packet,N/A,N/A,14,1,0,N/A,14,240, ? 358.800 ,0.5,NULL,,09:00.0,11:00.0,5
545,7,USB food flash drive - pizza slice,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14,32, ? 47.840 ,0.05,NULL,,09:00.0,11:00.0,5
546,6,USB food flash drive - hot dog,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14,32, ? 47.840 ,0.05,NULL,,09:00.0,11:00.0,5
547,5,USB food flash drive - hamburger,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14,32, ? 47.840 ,0.05,NULL,,09:00.0,11:00.0,5
548,4,USB food flash drive - sushi roll,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14,32, ? 47.840 ,0.05,NULL,,09:00.0,11:00.0,5
549,16,DBA joke mug - mind if I join you? (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
550,17,DBA joke mug - mind if I join you? (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
551,18,DBA joke mug - daaaaaa-ta (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
552,19,DBA joke mug - daaaaaa-ta (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
553,20,DBA joke mug - you might be a DBA if (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
554,21,DBA joke mug - you might be a DBA if (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
555,22,DBA joke mug - it depends (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
556,23,DBA joke mug - it depends (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
557,24,DBA joke mug - I will get you in order (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
558,25,DBA joke mug - I will get you in order (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
559,26,DBA joke mug - SELECT caffeine FROM mug (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
560,27,DBA joke mug - SELECT caffeine FROM mug (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
561,28,DBA joke mug - two types of DBAs (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
562,29,DBA joke mug - two types of DBAs (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
563,30,Developer joke mug - Oct 31 = Dec 25 (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
564,31,Developer joke mug - Oct 31 = Dec 25 (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
565,32,Developer joke mug - that's a hardware problem (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
566,33,Developer joke mug - that's a hardware problem (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
567,34,Developer joke mug - fun was unexpected at this time (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
568,35,Developer joke mug - fun was unexpected at this time (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
569,36,Developer joke mug - when your hammer is C++ (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
570,37,Developer joke mug - when your hammer is C++ (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
571,38,Developer joke mug - inheritance is the OO way to become wealthy (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
572,39,Developer joke mug - inheritance is the OO way to become wealthy (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
573,40,"Developer joke mug - (hip, hip, array) (White)",White,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
574,41,"Developer joke mug - (hip, hip, array) (Black)",Black,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
575,42,Developer joke mug - understanding recursion requires understanding recursion (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
576,43,Developer joke mug - understanding recursion requires understanding recursion (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
577,44,Developer joke mug - there are 10 types of people in the world (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
578,45,Developer joke mug - there are 10 types of people in the world (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
579,46,Developer joke mug - a foo walks into a bar (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
580,47,Developer joke mug - a foo walks into a bar (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
581,48,Developer joke mug - this code was generated by a tool (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
582,49,Developer joke mug - this code was generated by a tool (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
583,50,Developer joke mug - old C developers never die (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
584,51,Developer joke mug - old C developers never die (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
585,52,IT joke mug - keyboard not found … press F1 to continue (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
586,53,IT joke mug - keyboard not found … press F1 to continue (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
587,54,IT joke mug - that behavior is by design (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
588,55,IT joke mug - that behavior is by design (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
589,56,IT joke mug - hardware: part of the computer that can be kicked (White),White,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
590,57,IT joke mug - hardware: part of the computer that can be kicked (Black),Black,Each,Each,N/A,N/A,12,1,0,N/A,12,13, ? 19.440 ,0.15,NULL,,10:00.0,###############################################################################################################################################################################################################################################################,5
591,4,USB food flash drive - sushi roll,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14,32, ? 47.840 ,0.05,NULL,,11:00.0,###############################################################################################################################################################################################################################################################,5
592,5,USB food flash drive - hamburger,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14,32, ? 47.840 ,0.05,NULL,,11:00.0,###############################################################################################################################################################################################################################################################,5
593,6,USB food flash drive - hot dog,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14,32, ? 47.840 ,0.05,NULL,,11:00.0,###############################################################################################################################################################################################################################################################,5
594,7,USB food flash drive - pizza slice,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14,32, ? 47.840 ,0.05,NULL,,11:00.0,###############################################################################################################################################################################################################################################################,5
595,8,USB food flash drive - dim sum 10 drive variety pack,N/A,Packet,Packet,N/A,N/A,14,1,0,N/A,14,240, ? 358.800 ,0.5,NULL,,11:00.0,###############################################################################################################################################################################################################################################################,5
596,9,USB food flash drive - banana,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14,32, ? 47.840 ,0.05,NULL,,11:00.0,###############################################################################################################################################################################################################################################################,5
597,10,USB food flash drive - chocolate bar,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14,32, ? 47.840 ,0.05,NULL,,11:00.0,###############################################################################################################################################################################################################################################################,5
598,11,USB food flash drive - cookie,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14,32, ? 47.840 ,0.05,NULL,,11:00.0,###############################################################################################################################################################################################################################################################,5
599,12,USB food flash drive - donut,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14,32, ? 47.840 ,0.05,NULL,,11:00.0,###############################################################################################################################################################################################################################################################,5
600,13,USB food flash drive - shrimp cocktail,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14,32, ? 47.840 ,0.05,NULL,,11:00.0,###############################################################################################################################################################################################################################################################,5
601,14,USB food flash drive - fortune cookie,N/A,Each,Each,N/A,N/A,14,1,0,N/A,14,32, ? 47.840 ,0.05,NULL,,11:00.0,###############################################################################################################################################################################################################################################################,5
602,15,USB food flash drive - dessert 10 drive variety pack,N/A,Packet,Packet,N/A,N/A,14,1,0,N/A,14,240, ? 358.800 ,0.5,NULL,,11:00.0,###############################################################################################################################################################################################################################################################,5
603,1,USB missile launcher (Green),N/A,Each,Each,N/A,N/A,14,1,0,N/A,14,25, ? 37.380 ,0.3,NULL,,11:00.0,###############################################################################################################################################################################################################################################################,5
604,2,USB rocket launcher (Gray),Steel Gray,Each,Each,N/A,N/A,14,1,0,N/A,14,25, ? 37.380 ,0.3,NULL,,11:00.0,###############################################################################################################################################################################################################################################################,5
